message,is_toxic,Perspective_Class,DPCNN,Strudel,Hate_Speech,Keita_Kurita,bagofcommunities
nit: Did you git cl format? This seems longer than 80 lines.,0,0,0,0,0,0,0
Ditto above. It probably makes sense to abort here.,0,0,0,0,0,0,1
previously all StepRunner implementations had to identify and specially handle 'dummy' steps like this. Now this case is explicitly covered via the 'run_noop' method.,0,0,0,0,0,0,1
"Unfortunately the native_values_ is String to String map, not String to CSSValue.",0,0,0,0,0,0,1
nit: Should we use kServiceWorkerScriptMaxCacheAge?,0,0,0,0,0,0,0
You should never set invalid capture format in the first place.,0,0,0,0,0,0,0
"They are actually there already, so I removed these redundant DCHECKs. Also removed the redundant comments.",0,0,0,0,0,0,1
If we don't expose the mode then we will be using a mode that the user can't find out about (with xrandr or whatever). That seems bad to me. OTOH I do have sympathy for Stephane's point.,0,0,0,0,0,0,1
"Done.
  Again, just let me know if you'd like to decompose the stuff even further.",0,0,0,0,0,0,0
"Code is cleaner without 'i' variable I think. How about ""for (af = gpio_alt_funcs; af < gpio_alt_funcs + gpio_alt_funcs_count; af++) {"" ?",0,0,0,0,0,0,1
"I meant them to be bullets, but I didn't have the bullets :). I'll add the bullets and then it'll make more sense.",0,0,0,0,0,0,1
Curious as to why the caller is not also making use of a flat_set,0,0,0,0,0,0,0
"If any ASSERT* above fails, this will not run. Putting RegisterServer in Setup() and this in TearDown might do the trick.",0,0,0,0,0,0,1
"Sgtm. Since this is tunable internally, consider exposing it as a parameter in the control file (with a reasonable constant as the default).",0,0,0,0,0,0,1
nit: Forward declare app_list::InternalApp instead.,0,0,0,0,0,0,1
"If we don't delete servo, we hang indefinitely on any error.",0,0,0,0,0,0,1
"nit: for cases like this, use auto. you shouldn't need to typedef TexelFetchTable. although I'm not sure you need a map here at all.",0,0,0,0,0,0,1
"mysqldump -u -p ---all-databases | gzip - > filename.gz? 
  
  By gzipping it while we are dumping we lower the requirement for the space required on the server side. 
  
  our 35gig db compresses down to about 900 megs right now.",0,0,0,0,0,0,1
Compiler does not like setting non-primitives (object or array) on the prototype object. These sorts of static objects should be on the static class.,0,0,0,0,0,0,1
What about vb2_get_keyblock? It's not restricted to vblock.,0,0,0,0,0,0,1
"Yes, I found the issue when the passwd entry was legitimately missing. I was surprised to see both arc-networkd processes running as root in `ps`.
  
  Under normal circumstances the entry shouldn't be missing, and the risk of something affecting *this* daemon is low. But security-critical code often gets attacked in ways that cause something that ""shouldn't"" fail to fail, e.g.
  
  - Maybe the bad guy can't write arbitrary contents into /etc/passwd, but (on a normal Linux box) he might be able to trick a careless cron job into erasing/clobbering its contents through symlink attacks. And then subsequent calls to getpwnam() fail.
  
  - Since Chrome OS uses dm-verity to protect the rootfs contents, somebody can't get the OS to return arbitrary data when reading a file. But maybe they can get the OS to return an I/O error if the file data is overwritten with bad content on disk.
  
  - Exhaustion attacks can sometimes induce failures that are useful to a hacker, e.g.
  
  https://www.apriorit.com/dev-blog/255-android-rooting
  
  What if somebody opens up 1023 file descriptors, then runs a setuid program that fails to open the 1024th FD and reacts in a careless way?
  
  - Linux veterans may remember this design flaw in the original POSIX capabilities scheme:
  
  https://sites.google.com/site/fullycapable/Home/thesendmailcapabilitiesissue",0,0,0,0,0,0,1
"Again, we should define CONFIG_CODERAM_ARCH for mec1322. If it's crashing for some reason then let's investigate that, not add this hack.",0,0,0,0,0,0,1
"Can you move these to drm_drv.c, since you put the function prototype in drm_drv.h?
  
  Then this whole file can die.",0,0,0,0,0,0,1
"> if (username_correction_found)
  > metrics_recorder_->RecordDetailedUserAction(...::kCorrectedUsernameInForm);
  > (see other occurrences of RecordDetailedUserAction).
  > 
  > In password_form_metrics_recorder.h:
  > 
  > enum class DetailedUserAction {
  > kUnknown = 0,
  > ...
  > // Interactions with form.
  > kCorrectedUsernameInForm = 200,
  > };
  
  Done.",0,0,0,0,0,0,1
What are your thoughts on having a bool in UIElement that controls whether it will delete children? That would make this unnecessary I think? I'm not sure if that is better or worse than this.,0,0,0,0,0,0,1
"Perhaps we should make them into instance fields since the style guide disallows static members with a non trivial destructor?
  https://google.github.io/styleguide/cppguide.html#Static_and_Global_Variables",0,0,0,0,0,0,1
"(optional) use ""this.signedIn_"" instead, since that's the actual property triggering this change handler",0,0,0,0,0,0,1
"inner_loop.py is great for development, but consider something like gnumd_lib.py for landing this.",0,0,0,0,0,0,0
should this be const& here and elsewhere or do we intend to pass by value?,0,0,0,0,0,0,1
Nit: Added braces because the body is longer than one line.,0,0,0,0,0,0,1
nit: set rollback_happened to false and always call GetBoolean with rollback_happened value. GetBoolean will not change the value of its output if it returns false.,0,0,0,0,0,0,1
"Just fyi. This line here originally is for bvt-perbuild (it is not in most of the control files). You may want to not include this parameter here, or want to have your own sanity suite for moblab.",0,0,0,0,0,0,1
TODO(toyoshim): Remove this member once ResourceRequest gets it.,0,0,0,0,0,0,0
"While using paper-toast significantly simplifies this, I am currently failing to right adjust the UNDO button properly as mandated by the MD spec: https://material.io/guidelines/components/snackbars-toasts.html#snackbars-toasts-specs
  
  (Details: https://storage.googleapis.com/material-design/publish/material_v_11/assets/0B57Y8yNEHsZPaTBmR1lJeTdVT0k/components_toasts_tabletdesktop3.png)
  
  My CSS fu is failing me here, so any help is appreciated :)",0,0,0,0,0,0,1
Right. Lines are either driven low or floating high. ...so we can only send a stop bit if someone else isn't driving the pin (AKA holding it low). ...so I think we're on the same page?,0,0,0,0,0,0,1
"Since these ioctls don't exist upstream, that would mean we fork libdrm. I'd rather not do this for now, especially if we don't need those ioctls in the future...",0,0,0,0,0,0,1
move browser_view into this block or inline GetBrowserViewForBrowser(...) call,0,0,0,0,0,0,1
Guard against this being called outside of a StartFactoryTest?,0,0,0,0,0,0,1
What tools? I only see start-stop-daemon being used in this script.,0,0,0,0,0,0,1
Must be |/dev/.ssh/ssh_host_key| to match sshd_config,0,0,0,0,0,0,0
"Ah, I did test both and both pass. Looking at the test, of course if first is already false when we start the test, we never set visible to false, and of course commit will be executed.
  
  Fixed.",0,0,0,0,0,0,1
"I am using std::function, perhaps this include is not needed for it? Removed.",0,0,0,0,0,0,1
"I think the code below will get a bit less verbose if you make this
  
  constexpr gfx::Size kTetherSignalIconSize(40, 40);",0,0,0,0,0,0,1
"Could we git rid of query_suffix_?
  Feels like we can use + base::UTF8ToUTF16(features::AnswerServerQuerySuffix()) at L89.
  WDYT?",0,0,0,0,0,0,0
"Wikipedia only has the void arbitration_lost(void); prototype to signal error conditions, so I think they just went a bit overzealous with it. ;) I mean you are not ""loosing"" any arbitration here because you've already given it up.
  
  I agree that another master could possibly begin a start condition within 5us, but this code is really only intended for single-master systems anyway. I'll change it to a warning.",0,0,0,0,0,0,1
These MIN/MAX are not needed for this controller. I just delete them then.,0,0,0,0,0,0,1
"you're missing the double quotes around $out. try this: 
  if out=$(mosys -l ec info 2> /dev/null); then echo ""$out"" > /tmp/ec.out; fi ; cat /tmp/ec.out",0,0,0,0,0,0,0
"Need it for sdhci lib, otherwise see a compilation error.",0,0,0,0,0,0,1
2 * kEntrySize; this still drops the existing feedback.,0,0,0,0,0,0,0
"Are all of the |id|s in this file actually resource-Ids? If so then let's call them all resource_id, for clarity.",0,0,0,0,0,0,1
"What level of jailing should this use? (BTW I noticed that metrics_daemon is not jailed.) Should it have its own user/group, seccomp policy?
  
  This program does take some input: D-Bus signals with a small payload. It reads sysfs files, and can write into a couple of sysfs files at startup. It creates and writes files in /var/log. It also does syslog.",0,0,0,0,0,0,1
"The old code seems to have a problem, why it mox server.utils.is_moblab. is_moblab was defined in client.common_lib.site_utils",0,0,0,0,0,0,1
"Kill this debug print. If you need the debug print, do it from spi-nor.c, where we ask this driver to read the ID. That way the same debug info is available for all platforms.",0,0,0,0,0,0,1
"I think the lines from here and below is clearer like:
  
  if message_lines:
  self.message = message_lines[0]
  self.extra_message_lines = message_lines[1:]
  else:
  self.message = ''
  self.extra_message_lines = []
  # Fix whitespace here.",0,0,0,0,0,0,1
"nit: I think yuv is redundant here, max_width/max_height should be enough",0,0,0,0,0,0,1
How about using socket.gethostname() If we run both the frontend and the dispatcher on the same host won't this always be localhost?,0,0,0,0,0,0,1
wrap the body of your commit messages at 72 characters.,0,0,0,0,0,0,1
"To be fair, we did it w/ secmon too. But we noted that is shares the page tables by design. So we could suck out the contents of things and transfer to the new address space. However, I'm not sure what the ABI is here.",0,0,0,0,0,0,0
"try not to leave commented-out code. in particular, this will cause a crash in tests in L140 when |use_real_clients| = false. So it's better to just create the real one unconditionally and leave the TODO.",0,0,0,0,0,0,0
"The source is a vmap'd bo, which isn't iomem. The ttm object is unlikely to have migrated to vram, so it won't be iomem. And even if it had, ttm would migrate it back to system ram.",0,0,0,0,0,0,1
this docstring needs to be revised. You can just say do nothing here.,0,0,0,0,0,0,1
"EXPECT_EQ can now print gfx::Rect when failed, so you can just use gfx::Rect",0,0,0,0,0,0,0
this is pretty hacky. can't you use pyelftools to load the ELF and check the exported symbol table directly ?,0,0,0,0,0,0,0
"I meant that ""vpx_util"" should be after ""vpx_ports"" below.",0,0,0,0,0,0,1
"yeah, it's illegal to call the child.boundsInScreen method here or assume members of AXChildren are AXPlatformNodeCocoa*. I think my suggestion didn't change any logic if the members _are_ all AXPlatformNodeCocoa, but it will correctly handle members of AXChildren that are not.",0,0,0,0,0,0,1
this broke the vs9 build probably due to an odd ordering of includes in the rtcd files. you don't really need them anyway.,0,0,0,0,0,0,1
"If we don't exchange ice candidates, isn't remaining ""new"" forever correct? I would expect all transports to be ""new""",0,0,0,0,0,0,1
Can we actually make this a separate 'ThirdPartyVpnHandler'? The rest of this handler should eventually go away and that will make the deprecation easier to track / revert / etc.,0,0,0,0,0,0,1
"is_regex_name=False
  
  (btw, I think the same should be done with the files_to_extract argument, see the TarballBuildArtifact item above)",0,0,0,0,0,0,1
"you know, that hadn't even occurred to me. but now i wants it :P.",0,0,0,0,0,0,1
"Probably just sh, since you're not using bash-specific commands and not every Linux has bash.
  
  BTW, you need the copyright holder.",0,0,0,0,0,0,0
Please clean up after this fails before returning.,0,0,0,0,0,0,1
"You may end up having
  
  data = NULL;
  
  as per https://chromium-review.googlesource.com/c/chromium/src/+/720462/2/testing/libfuzzer/fuzzers/intl-objects.cc#64",0,0,0,0,0,0,1
